content_id,platform,content_date,topic,title,caption,content_type,format,hook_type,video_length,posting_time,views,likes,comments,shares,saves,followers_before,followers_after,retention_rate,hashtag_count,hashtags,cta_type,caption_style,audience_segment
CONTENT_2C360E7C,TikTok,2026-09-05 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Evening (5-8 PM),2498,274,20,83,39,3631,3661,0.49,1,#SocialAnxiety #struggle,Comment your thoughts,Educational / Tips,General
CONTENT_83DC38F0,Instagram,2026-07-04 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Morning (8-11 AM),30885,3722,289,1128,2236,27284,28062,0.27,2,#FinancialStress #struggle,Save for later,Emotion + Personal Story,Gen Z
CONTENT_4517F475,Instagram,2026-06-23 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Question Hook,38.1,Night (9 PM-12 AM),57665,7494,790,2076,2235,25346,26019,0.49,4,#Overthinking #struggle,Comment your thoughts,Short & Punchy,Gen Z
CONTENT_0D56CFCF,YouTube,2026-05-04 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Story Hook,59.3,Evening (5-8 PM),6879,824,60,274,317,45552,45605,0.41,6,#FinancialStress #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_E5C529C0,TikTok,2026-04-04 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,57.4,Morning (8-11 AM),346,32,3,13,18,22352,22359,0.52,4,#CareerPressure #struggle,Save for later,Emotion + Personal Story,Millennials
CONTENT_2BE02A99,TikTok,2026-05-02 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),2926,417,51,145,105,40958,41024,0.25,6,#SelfConfidence #struggle,Link in bio,Short & Punchy,General
CONTENT_1B0BE2C2,TikTok,2026-05-30 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Story Hook,50.2,Evening (5-8 PM),3170,392,54,120,27,29988,30024,0.5,2,#Loneliness #struggle,Comment your thoughts,Emotion + Personal Story,Gen Z
CONTENT_D3FF4110,TikTok,2026-07-09 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,36.5,Night (9 PM-12 AM),13239,1596,104,532,177,38199,38272,0.39,1,#FinancialStress #struggle,None,Emotion + Personal Story,Students
CONTENT_3FC7F821,Instagram,2026-06-11 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Morning (8-11 AM),12035,1548,105,472,181,43269,43346,0.17,9,#Relationships #struggle,None,Educational / Tips,Students
CONTENT_14A7A750,YouTube,2026-06-19 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Text Hook,38.4,Night (9 PM-12 AM),4555,491,69,175,109,8704,8734,0.5,8,#Productivity #struggle,Comment your thoughts,Question to Audience,Professionals
CONTENT_393F5431,TikTok,2026-07-18 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Afternoon (12-4 PM),55498,6113,782,2694,1564,8038,8802,0.35,3,#FinancialStress #struggle,Follow for more,Educational / Tips,General
CONTENT_0451617D,TikTok,2026-08-28 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Morning (8-11 AM),4209,487,48,188,44,36453,36482,0.44,5,#Dating #struggle,Comment your thoughts,Emotion + Personal Story,General
CONTENT_C5CE1AF8,YouTube,2026-06-12 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Question Hook,477.8,Afternoon (12-4 PM),177470,17601,1344,5470,3650,24792,27288,0.3,7,#SelfConfidence #struggle,Follow for more,Question to Audience,Professionals
CONTENT_867A7FB6,TikTok,2026-08-19 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Question Hook,25.7,Morning (8-11 AM),11870,1706,206,234,155,26507,26586,0.42,6,#SelfConfidence #struggle,Save for later,Short & Punchy,Students
CONTENT_1042AF40,YouTube,2026-08-23 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Story Hook,48.6,Night (9 PM-12 AM),10864,1509,217,524,889,4447,4638,0.52,4,#Overthinking #struggle,None,Long-form vulnerable,Millennials
CONTENT_8A512F8B,Instagram,2026-09-04 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Night (9 PM-12 AM),57991,7052,632,2821,5187,22649,24138,0.21,7,#Overthinking #struggle,None,Emotion + Personal Story,Millennials
CONTENT_75B73683,YouTube,2026-04-12 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Story Hook,31.7,Afternoon (12-4 PM),19536,2002,383,1371,1658,12103,12797,0.6,2,#Overthinking #struggle,None,Emotion + Personal Story,Professionals
CONTENT_05475A7F,TikTok,2026-06-30 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Text Hook,29.7,Morning (8-11 AM),5782,843,92,303,223,35474,35530,0.5,8,#Dating #struggle,Share this,Educational / Tips,Millennials
CONTENT_EFAB7A07,TikTok,2026-05-16 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Text Hook,132.3,Afternoon (12-4 PM),18741,1506,236,1121,789,2082,2533,0.38,6,#Overthinking #struggle,Save for later,Emotion + Personal Story,Gen Z
CONTENT_717B0F72,Instagram,2026-05-13 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Morning (8-11 AM),67962,7744,408,2879,1156,8240,9247,0.55,8,#CareerPressure #struggle,Share this,Emotion + Personal Story,Students
CONTENT_4A1B327B,Instagram,2026-08-02 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Question Hook,42.0,Night (9 PM-12 AM),12534,1185,196,31,472,22797,22912,0.65,6,#Relationships #struggle,None,Question to Audience,General
CONTENT_83F101CE,Instagram,2026-04-01 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,36.6,Evening (5-8 PM),10359,1152,166,168,173,14566,14659,0.44,6,#CareerPressure #struggle,Follow for more,Short & Punchy,General
CONTENT_05EF933C,Instagram,2026-08-29 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Audio Hook,181.1,Afternoon (12-4 PM),2646,320,14,17,190,37025,37071,0.25,9,#AcademicStress #struggle,Save for later,Question to Audience,Gen Z
CONTENT_1031C585,TikTok,2026-06-01 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,53.0,Afternoon (12-4 PM),21623,1847,401,995,1283,26835,27086,0.42,1,#Loneliness #struggle,None,Question to Audience,Gen Z
CONTENT_507CAD5C,YouTube,2026-04-08 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Story Hook,197.3,Afternoon (12-4 PM),2280,223,30,95,55,13165,13179,0.55,4,#SocialAnxiety #struggle,Link in bio,Long-form vulnerable,Millennials
CONTENT_8C4F41B7,TikTok,2026-04-15 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Story Hook,313.8,Afternoon (12-4 PM),2689,308,48,117,73,18754,18804,0.28,4,#Dating #struggle,None,Emotion + Personal Story,Students
CONTENT_056F34B0,Instagram,2026-03-25 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Visual Hook,31.1,Evening (5-8 PM),43709,6391,647,1168,489,46823,47130,0.76,2,#Relationships #struggle,None,Question to Audience,Students
CONTENT_86B2A4A2,TikTok,2026-05-24 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Night (9 PM-12 AM),1011,108,18,71,11,6969,6988,0.31,9,#SelfConfidence #struggle,Share this,Educational / Tips,Professionals
CONTENT_08E87EFA,Instagram,2026-03-19 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Afternoon (12-4 PM),11507,1650,132,166,635,38869,38996,0.25,5,#SelfConfidence #struggle,Save for later,Educational / Tips,General
CONTENT_7ED1314F,TikTok,2026-06-01 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Text Hook,153.5,Night (9 PM-12 AM),37209,3578,329,171,443,3822,3925,0.27,8,#AcademicStress #struggle,Link in bio,Emotion + Personal Story,Gen Z
CONTENT_95B6A658,TikTok,2026-05-04 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Visual Hook,19.7,Morning (8-11 AM),1694,136,33,7,80,29173,29192,0.74,9,#FinancialStress #struggle,Follow for more,Question to Audience,Millennials
CONTENT_18E8A7B8,YouTube,2026-07-01 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,17.9,Evening (5-8 PM),8316,1108,82,556,100,46486,46592,0.55,9,#SocialAnxiety #struggle,Comment your thoughts,Educational / Tips,Gen Z
CONTENT_4B03DF86,TikTok,2026-08-07 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Text Hook,29.8,Afternoon (12-4 PM),29729,3660,382,1429,560,41324,41744,0.37,2,#Dating #struggle,Share this,Emotion + Personal Story,Gen Z
CONTENT_4C7E0AC8,TikTok,2026-04-22 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),4081,283,30,12,154,36548,36578,0.19,9,#Dating #struggle,Follow for more,Long-form vulnerable,Gen Z
CONTENT_6873AEA8,Instagram,2026-08-29 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),1939,102,17,34,69,34716,34742,0.4,3,#CareerPressure #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_E9B9748D,Instagram,2026-03-29 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,41.9,Afternoon (12-4 PM),70309,8425,808,6264,1800,38006,40040,0.49,2,#Loneliness #struggle,Follow for more,Long-form vulnerable,Professionals
CONTENT_2A1951AF,Instagram,2026-04-24 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Text Hook,24.9,Afternoon (12-4 PM),59035,7788,410,626,2001,22685,23067,0.44,1,#CareerPressure #struggle,Link in bio,Educational / Tips,General
CONTENT_1A625CEA,YouTube,2026-08-19 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Text Hook,59.4,Evening (5-8 PM),6201,490,65,340,435,11745,11860,0.34,5,#Overthinking #struggle,None,Short & Punchy,Professionals
CONTENT_56C6319C,TikTok,2026-03-23 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Afternoon (12-4 PM),2905,182,44,75,51,10765,10789,0.48,5,#Dating #struggle,None,Short & Punchy,General
CONTENT_520D3409,TikTok,2026-08-04 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Visual Hook,392.1,Evening (5-8 PM),7672,975,42,462,204,23212,23291,0.36,7,#CareerPressure #struggle,Share this,Educational / Tips,Millennials
CONTENT_59CAD1EA,YouTube,2026-03-26 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Text Hook,31.9,Morning (8-11 AM),66705,7049,1042,2727,2047,44319,45057,0.41,9,#Productivity #struggle,Follow for more,Educational / Tips,Professionals
CONTENT_77145530,Instagram,2026-07-29 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Text Hook,468.9,Afternoon (12-4 PM),14300,2131,231,227,329,2067,2159,0.5,3,#Dating #struggle,Link in bio,Educational / Tips,General
CONTENT_C1702DD6,Instagram,2026-04-11 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Question Hook,41.7,Night (9 PM-12 AM),46369,5710,410,510,3496,42205,42837,0.39,1,#Loneliness #struggle,Link in bio,Educational / Tips,Millennials
CONTENT_5FBACDEE,Instagram,2026-05-23 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,50.5,Afternoon (12-4 PM),127050,14086,1420,8317,10643,36772,39213,0.66,8,#SocialAnxiety #struggle,Follow for more,Emotion + Personal Story,Millennials
CONTENT_3A7946E7,Instagram,2026-07-02 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Text Hook,159.1,Evening (5-8 PM),2953,348,15,62,18,28158,28173,0.49,4,#SelfConfidence #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_363BC61B,Instagram,2026-05-23 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Morning (8-11 AM),203401,27628,2483,6405,6798,29106,32579,0.34,2,#AcademicStress #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_6EA2EB74,YouTube,2026-08-18 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Evening (5-8 PM),1779,122,9,153,66,16305,16342,0.32,2,#SocialAnxiety #struggle,Comment your thoughts,Long-form vulnerable,Professionals
CONTENT_D7156BC7,TikTok,2026-08-27 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Afternoon (12-4 PM),3649,245,68,242,69,4830,4883,0.25,1,#Overthinking #struggle,None,Question to Audience,Millennials
CONTENT_1C1C1908,YouTube,2026-08-11 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Single Image,Question Hook,0.0,Night (9 PM-12 AM),257537,28127,4682,5308,8963,1183,2529,0.38,9,#AcademicStress #struggle,Link in bio,Emotion + Personal Story,General
CONTENT_7A7D74E1,YouTube,2026-05-29 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,36.6,Evening (5-8 PM),2323,199,43,63,119,46266,46311,0.75,3,#Overthinking #struggle,Link in bio,Short & Punchy,Millennials
CONTENT_4F12409E,Instagram,2026-03-19 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Afternoon (12-4 PM),10895,1590,95,470,434,42500,42733,0.37,7,#SelfConfidence #struggle,Save for later,Educational / Tips,Students
CONTENT_910CE2C0,YouTube,2026-08-28 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Story Hook,40.5,Morning (8-11 AM),447,43,7,11,4,7866,7868,0.46,6,#Productivity #struggle,Comment your thoughts,Question to Audience,Students
CONTENT_3BF6A757,Instagram,2026-06-13 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Night (9 PM-12 AM),5250,504,50,209,197,40776,40814,0.48,5,#SocialAnxiety #struggle,Link in bio,Educational / Tips,Millennials
CONTENT_BF48B4CA,TikTok,2026-08-05 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Story Hook,464.5,Afternoon (12-4 PM),4555,268,81,15,149,21977,21992,0.5,6,#CareerPressure #struggle,None,Educational / Tips,Professionals
CONTENT_0F12C331,Instagram,2026-04-14 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Question Hook,58.4,Evening (5-8 PM),129470,13566,2090,10652,11608,37535,41907,0.31,8,#Loneliness #struggle,Link in bio,Short & Punchy,Millennials
CONTENT_62BF745A,TikTok,2026-09-04 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Morning (8-11 AM),9765,1205,117,533,842,41557,41872,0.5,4,#SocialAnxiety #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_5D2950FE,Instagram,2026-07-07 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Story Hook,43.5,Evening (5-8 PM),199,28,2,8,9,18375,18379,0.74,3,#FinancialStress #struggle,Follow for more,Long-form vulnerable,Students
CONTENT_BA9E021E,YouTube,2026-03-15 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Afternoon (12-4 PM),165439,23197,2088,19359,4502,7402,14100,0.46,4,#SocialAnxiety #struggle,Share this,Long-form vulnerable,Millennials
CONTENT_CAE93F3F,TikTok,2026-07-26 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Text Hook,488.2,Evening (5-8 PM),3752,511,66,33,139,6906,6943,0.24,2,#CareerPressure #struggle,Link in bio,Long-form vulnerable,Students
CONTENT_C286344D,TikTok,2026-06-05 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Question Hook,49.3,Evening (5-8 PM),219696,22715,1301,918,6957,42401,44176,0.43,7,#SelfConfidence #struggle,Link in bio,Question to Audience,Millennials
CONTENT_C9DAF8C0,YouTube,2026-08-14 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Story Hook,254.4,Evening (5-8 PM),3558,248,51,140,108,19642,19668,0.33,6,#Loneliness #struggle,None,Emotion + Personal Story,Millennials
CONTENT_C3B8823B,YouTube,2026-03-14 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Question Hook,43.0,Morning (8-11 AM),4611,492,74,114,217,30011,30074,0.38,1,#SelfConfidence #struggle,Link in bio,Educational / Tips,General
CONTENT_7277FB9B,YouTube,2026-08-05 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Morning (8-11 AM),8750,1059,130,366,134,7256,7345,0.26,8,#Productivity #struggle,Link in bio,Short & Punchy,Gen Z
CONTENT_9F5B547B,TikTok,2026-04-29 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Question Hook,27.2,Night (9 PM-12 AM),6847,918,35,106,341,7074,7153,0.42,5,#AcademicStress #struggle,Save for later,Short & Punchy,Millennials
CONTENT_5D4E5F6E,TikTok,2026-04-17 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Story Hook,22.7,Morning (8-11 AM),1815,176,18,32,54,13270,13293,0.71,5,#SelfConfidence #struggle,None,Emotion + Personal Story,Gen Z
CONTENT_7B708EA9,YouTube,2026-06-18 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Afternoon (12-4 PM),6139,492,87,224,275,22658,22730,0.31,7,#AcademicStress #struggle,None,Long-form vulnerable,Millennials
CONTENT_1FD17B99,Instagram,2026-08-06 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Audio Hook,329.4,Morning (8-11 AM),19072,2162,158,1808,915,24091,24703,0.46,5,#Overthinking #struggle,Save for later,Educational / Tips,General
CONTENT_FCA8DAEC,YouTube,2026-06-06 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,20.9,Morning (8-11 AM),5578,398,64,310,67,22695,22754,0.67,1,#Overthinking #struggle,Follow for more,Question to Audience,General
CONTENT_63618C3F,YouTube,2026-06-15 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Night (9 PM-12 AM),31039,1957,453,2679,138,26444,26740,0.47,3,#Overthinking #struggle,Save for later,Short & Punchy,Professionals
CONTENT_086C1702,YouTube,2026-08-11 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Audio Hook,21.3,Morning (8-11 AM),47704,5866,356,2260,1123,46073,46958,0.65,8,#Overthinking #struggle,Save for later,Question to Audience,Students
CONTENT_CF785BAF,TikTok,2026-06-20 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Audio Hook,34.7,Evening (5-8 PM),25410,1741,494,1678,88,29750,30216,0.59,8,#Overthinking #struggle,Comment your thoughts,Educational / Tips,Millennials
CONTENT_3D92F207,YouTube,2026-07-25 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Evening (5-8 PM),43641,2563,583,1186,2014,42521,43124,0.47,5,#AcademicStress #struggle,Share this,Educational / Tips,Students
CONTENT_BED028F0,TikTok,2026-08-15 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Audio Hook,46.9,Morning (8-11 AM),6654,585,35,98,245,32971,33035,0.43,2,#Productivity #struggle,Save for later,Short & Punchy,General
CONTENT_93525CB4,Instagram,2026-03-27 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Story Hook,498.2,Afternoon (12-4 PM),33219,4197,508,763,1470,9486,9850,0.3,6,#Dating #struggle,Follow for more,Short & Punchy,Students
CONTENT_F47E3330,Instagram,2026-03-21 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Visual Hook,525.8,Evening (5-8 PM),49207,6508,744,1571,4105,17746,18776,0.24,3,#Overthinking #struggle,Link in bio,Long-form vulnerable,Millennials
CONTENT_CE582144,Instagram,2026-06-30 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Text Hook,31.4,Morning (8-11 AM),3864,453,19,88,66,8464,8506,0.34,1,#CareerPressure #struggle,Link in bio,Educational / Tips,Students
CONTENT_8AF926F4,Instagram,2026-04-17 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Audio Hook,25.1,Morning (8-11 AM),3198,446,35,64,132,30513,30551,0.63,5,#Productivity #struggle,Comment your thoughts,Question to Audience,Students
CONTENT_0EE752C7,YouTube,2026-05-03 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Question Hook,40.2,Afternoon (12-4 PM),152,16,1,3,7,9308,9309,0.36,6,#AcademicStress #struggle,Share this,Short & Punchy,Millennials
CONTENT_740A5E6B,TikTok,2026-05-04 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,39.3,Evening (5-8 PM),9425,1209,128,864,340,43733,43865,0.8,4,#Overthinking #struggle,Share this,Short & Punchy,Millennials
CONTENT_BB305216,YouTube,2026-08-02 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,36.7,Night (9 PM-12 AM),1570,124,17,43,43,46948,46964,0.78,6,#CareerPressure #struggle,Comment your thoughts,Long-form vulnerable,Gen Z
CONTENT_F49E36A3,Instagram,2026-05-19 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Question Hook,39.5,Evening (5-8 PM),5307,287,74,99,108,28757,28800,0.43,7,#FinancialStress #struggle,None,Long-form vulnerable,Gen Z
CONTENT_2983156B,Instagram,2026-04-12 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),1898,238,12,30,10,3629,3640,0.33,3,#AcademicStress #struggle,Share this,Educational / Tips,Students
CONTENT_378562F8,Instagram,2026-03-18 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Text Hook,178.3,Morning (8-11 AM),5721,528,72,39,248,33375,33431,0.28,4,#SelfConfidence #struggle,Comment your thoughts,Emotion + Personal Story,General
CONTENT_0EDA1EE1,TikTok,2026-03-24 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Morning (8-11 AM),76750,4780,481,3116,1067,34538,35422,0.33,5,#Relationships #struggle,None,Educational / Tips,Gen Z
CONTENT_A533E633,TikTok,2026-07-29 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,21.8,Afternoon (12-4 PM),42435,5563,281,181,1406,41430,41631,0.57,4,#SocialAnxiety #struggle,None,Short & Punchy,General
CONTENT_908BF8AD,YouTube,2026-07-10 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Visual Hook,54.3,Morning (8-11 AM),17907,1817,124,593,355,8015,8166,0.72,4,#FinancialStress #struggle,None,Short & Punchy,Gen Z
CONTENT_79E4C5E0,TikTok,2026-08-17 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,32.4,Afternoon (12-4 PM),7618,1119,40,21,350,40326,40373,0.38,9,#AcademicStress #struggle,None,Question to Audience,Millennials
CONTENT_A98B2C24,YouTube,2026-04-23 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Text Hook,35.9,Night (9 PM-12 AM),26075,2825,240,1838,98,16819,17290,0.48,1,#SocialAnxiety #struggle,Comment your thoughts,Emotion + Personal Story,Professionals
CONTENT_9337351C,Instagram,2026-07-04 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Text Hook,45.5,Night (9 PM-12 AM),2401,240,46,107,74,11832,11882,0.45,5,#Relationships #struggle,Link in bio,Question to Audience,Professionals
CONTENT_6627FBB9,YouTube,2026-09-03 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Question Hook,28.7,Afternoon (12-4 PM),2941,426,18,51,23,5352,5374,0.58,6,#Productivity #struggle,None,Short & Punchy,Gen Z
